Id,Label,그룹,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality,원문,번역,
G01F11,G01F11,,,9,4634.949127,8,0.262763,0.276828,0.000029,30,0.714286,20,0.010246,,,
A47G2009,A47G2009,,,10,1709.59182,8,0.299779,0.320071,0.000074,26,0.694444,25,0.03312,,,
B68G2001,B68G2001,,,8,1177.265778,8,0.298309,0.318232,0,26,0.904762,19,0.031828,,,
G06Q30,G06Q30,,,84,35444.90866,8,0.343184,0.381047,0.003345,26,0.310902,1058,0.287052,,,
A47G2021,A47G2021,,,3,385.425613,10,0.189364,0.194429,0,30,1,1,0.000449,,,
A47J17,A47J17,,,5,669.059624,10,0.189395,0.194862,0,30,1,6,0.000908,,,
B26B11,B26B11,,,5,669.059624,10,0.189395,0.194862,0,30,1,6,0.000908,,,
B26B9,B26B9,,,5,1338.119247,10,0.189395,0.194862,0,30,1,6,0.000908,,,
A47G27,A47G27,,,16,3677.362801,7,0.310785,0.332079,0,11,0.942857,99,0.107947,,,
B29C48,B29C48,,,73,78171.75611,6,0.353797,0.388043,0.004281,11,0.27543,704,0.331771,,,
B29K2023,B29K2023,,,31,6904.04171,7,0.339454,0.365031,0.001982,11,0.432184,188,0.143269,,,
B29K2105,B29K2105,,,44,15385.59435,6,0.337077,0.366458,0.001178,20,0.352159,318,0.192294,,,
B29L2007,B29L2007,,,31,6359.861305,7,0.332375,0.359045,0.001577,13,0.505747,220,0.142949,,,
B32B2264,B32B2264,,,103,121831.1232,7,0.360699,0.401537,0.002607,11,0.241312,1243,0.491132,Composition or properties of particles which form a particulate layer or are present as additives,첨가제로서 존재하는 것 또는 미립자 층의 형태인 입자의 조성물,
B32B2266,B32B2266,,,68,53437.29356,7,0.333285,0.366639,0.000668,11,0.396201,876,0.336356,,,
B32B2471,B32B2471,,,30,12575.63921,7,0.314251,0.338484,0.000033,11,0.657635,267,0.185765,,,
B32B37,B32B37,,,84,53416.5587,6,0.364856,0.40238,0.002431,11,0.327652,1115,0.449526,,,
E01C13,E01C13,,,20,7783.471642,7,0.312044,0.334503,0.001013,11,0.666667,114,0.111885,,,
A47G33,A47G33,,,3,272.198181,1,1,1,0,6,1,1,0.000386,,,
F16B45,F16B45,,,3,272.198181,1,1,1,0,6,1,1,0.000386,,,
B32B2260,B32B2260,,,75,60990.65548,7,0.340153,0.375012,0.001264,11,0.350241,946,0.357063,,,
B32B2272,B32B2272,,,32,7994.909737,7,0.318627,0.344441,0.000033,11,0.703226,327,0.20055,,,
B32B2274,B32B2274,,,46,12549.49509,7,0.317707,0.345595,0.000068,11,0.582828,577,0.253566,,,
B32B2305,B32B2305,,,55,16650.75987,7,0.335219,0.366812,0.000426,11,0.445143,637,0.292762,,,
B32B2355,B32B2355,,,19,4197.600082,7,0.30838,0.329433,0,11,0.960784,147,0.129249,,,
B32B2398,B32B2398,,,37,9666.548134,7,0.314336,0.339681,0.000036,11,0.690476,435,0.197588,,,
B32B25,B32B25,,,55,52940.8193,7,0.327291,0.355641,0.000261,11,0.468903,671,0.295258,,,
B32B2535,B32B2535,,,53,17375.53046,7,0.32467,0.351746,0.000215,11,0.494721,656,0.29309,,,
A47H23,A47H23,,,6,1952.255295,7,0.294808,0.311749,0,23,0.9,9,0.019257,,,
C08L1,C08L1,,,24,3597.216988,7,0.316315,0.340171,0.000446,23,0.403162,102,0.06949,,,
C08L2205,C08L2205,,,86,22916.09586,6,0.358295,0.396632,0.004796,23,0.22381,799,0.280538,,,
G02B5,G02B5,,,113,57891.57698,7,0.388273,0.431228,0.014199,19,0.176319,1096,0.529018,Optical elements other than lenses (light guides G02B6/00; optical logic elements G02F3/00) ,렌즈 이외의 광학 요소 (라이트 가이드 G02B6/00; 광학 논리 소자 G02F3/00),
A47J2202,A47J2202,,,7,919.450905,8,0.262853,0.275599,0,26,1,15,0.005575,,,
A47J27,A47J27,,,7,1838.90181,8,0.262853,0.275599,0,26,1,15,0.005575,,,
A47J36,A47J36,,,7,919.450905,8,0.262853,0.275599,0,26,1,15,0.005575,,,
A47J37,A47J37,,,7,919.450905,8,0.262853,0.275599,0,26,1,15,0.005575,,,
G05D23,G05D23,,,7,919.450905,8,0.262853,0.275599,0,26,1,15,0.005575,,,
A47J31,A47J31,,,13,3660.581543,7,0.314807,0.334928,0,11,0.924242,61,0.094613,,,
A61J1,A61J1,,,33,21177.63753,7,0.345286,0.371514,0.006804,11,0.266129,132,0.134478,,,
B32B15,B32B15,,,120,199676.3257,6,0.389911,0.431566,0.010024,11,0.203247,1427,0.581219,Layered products comprising {a layer of} metal,금속 {의 층으로} 구성하는 적층체,
B32B2270,B32B2270,,,73,27677.3601,7,0.363651,0.396936,0.001893,11,0.350548,896,0.404376,,,
B32B2439,B32B2439,,,82,37682.25239,6,0.351429,0.385648,0.002624,11,0.312346,1012,0.375026,,,
A47J47,A47J47,,,8,1147.915184,7,0.259517,0.272052,0,30,1,21,0.007373,,,
B65D2205,B65D2205,,,9,3098.903748,7,0.270863,0.284925,0.000003,30,0.964286,27,0.01079,,,
A47K13,A47K13,,,11,1823.257042,8,0.300013,0.31931,0,9,0.977778,44,0.022037,,,
A61B10,A61B10,,,30,7798.883369,8,0.316186,0.342615,0.000712,26,0.435961,177,0.094999,,,
C12Q1,C12Q1,,,53,24154.49372,8,0.320928,0.352254,0.011126,9,0.198341,263,0.061374,"Measuring or testing processes involving enzymes, nucleic acids or microorganisms (measuring or testing apparatus with condition measuring or sensing means, e.g. colony counters, C12M1/34) ; Compositions therefor; Processes of preparing such compositions","효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (조건 측정 또는 검출수단을 갖춘 측정 또는 시험장치, 예. 콜로니 계수기 C12M 1/34); 그것을 위한 조성물; 그 조성물의 제조공정",
E03D11,E03D11,,,14,4256.125427,8,0.303122,0.323161,0.00045,9,0.653846,51,0.025494,,,
E03D2201,E03D2201,,,11,1823.257042,8,0.300013,0.31931,0,9,0.977778,44,0.022037,,,
E03D9,E03D9,,,11,1823.257042,8,0.300013,0.31931,0,9,0.977778,44,0.022037,,,
G01N1,G01N1,,,25,15645.25303,8,0.325676,0.350151,0.002354,15,0.322464,89,0.056099,,,
G08C17,G08C17,,,38,8321.277756,8,0.340053,0.368643,0.003489,26,0.412913,275,0.115326,,,
A47K2005,A47K2005,,,4,793.722916,9,0.218865,0.226639,0,30,1,3,0.001027,,,
A47K5,A47K5,,,14,4127.415237,8,0.280121,0.297285,0.001671,30,0.487179,38,0.020605,,,
E03C1,E03C1,,,4,2381.168701,9,0.218865,0.226639,0,30,1,3,0.001027,,,
A47K2010,A47K2010,,,11,2906.341667,8,0.284922,0.302795,0,23,0.977778,44,0.020491,,,
C11D17,C11D17,,,28,8315.369804,7,0.315754,0.339505,0.001984,23,0.373219,131,0.048755,,,
C11D3,C11D3,,,29,44642.12454,7,0.31584,0.339793,0.002058,23,0.357143,135,0.050646,,,
D21H11,D21H11,,,11,5812.683334,8,0.284922,0.302795,0,23,0.977778,44,0.020491,,,
D21H13,D21H13,,,15,3347.959908,7,0.306946,0.326718,0.000259,23,0.582418,53,0.034153,,,
D21H27,D21H27,,,11,2906.341667,8,0.284922,0.302795,0,23,0.977778,44,0.020491,,,
C11D1,C11D1,,,14,25557.6987,7,0.296054,0.313939,0.000251,23,0.641026,50,0.026523,,,
C11D11,C11D11,,,11,4412.939667,7,0.28989,0.306503,0.000125,23,0.866667,39,0.019498,,,
A47L17,A47L17,,,14,2493.162369,7,0.255698,0.269809,0,23,1,78,0.010402,,,
A47L5,A47L5,,,5,1452.173157,8,0.219865,0.228156,0.0004,23,0.833333,5,0.001371,,,
A47L9,A47L9,,,5,5101.173157,8,0.219865,0.228156,0.0004,23,0.833333,5,0.001371,,,
B08B1,B08B1,,,23,4712.24308,7,0.281761,0.298967,0.001442,23,0.454545,105,0.016686,,,
B08B7,B08B7,,,9,1409.92234,8,0.281555,0.297177,0.000435,23,0.571429,16,0.010429,,,
D06H3,D06H3,,,14,2493.162369,7,0.255698,0.269809,0,23,1,78,0.010402,,,
D06M10,D06M10,,,14,2493.162369,7,0.255698,0.269809,0,23,1,78,0.010402,,,
D06M2200,D06M2200,,,14,2493.162369,7,0.255698,0.269809,0,23,1,78,0.010402,,,
D10B2505,D10B2505,,,14,2493.162369,7,0.255698,0.269809,0,23,1,78,0.010402,,,
G01V3,G01V3,,,21,6374.321281,7,0.287152,0.308183,0.001401,16,0.552632,105,0.02126,,,
G01V5,G01V5,,,15,3092.884407,7,0.268284,0.283887,0.000137,23,0.868132,79,0.012001,,,
A47L23,A47L23,,,2,2177.585449,0,0,0,0,7,0,0,0.000182,,,
A47L7,A47L7,,,4,783.146896,9,0.180265,0.184839,0,23,1,3,0.000662,,,
A61B1,A61B1,,,38,54010.03642,8,0.319596,0.34749,0.00128,26,0.441441,294,0.129433,,,
A61B17,A61B17,,,50,70826.2339,7,0.323398,0.352486,0.002923,20,0.268707,316,0.098581,,,
A61B2090,A61B2090,,,54,71211.03132,7,0.331184,0.363559,0.00141,26,0.372279,513,0.185949,,,
A61B2217,A61B2217,,,9,4121.362755,8,0.26187,0.277056,0,20,0.857143,24,0.01454,,,
A61B2576,A61B2576,,,50,16058.98602,8,0.315452,0.346683,0.000247,26,0.473639,557,0.192791,,,
A61B34,A61B34,,,44,32628.28427,8,0.321956,0.352906,0.000606,26,0.48062,434,0.1711,,,
A61B46,A61B46,,,31,14429.89306,7,0.321329,0.346792,0.001289,11,0.572414,249,0.184371,,,
A61B90,A61B90,,,41,17842.06967,7,0.319464,0.347953,0.001373,26,0.408974,319,0.132137,,,
A61F11,A61F11,,,16,4452.127716,8,0.274335,0.291271,0.000113,26,0.542857,57,0.022799,,,
A61M1,A61M1,,,10,5443.081978,8,0.266828,0.28271,0.000007,26,0.75,27,0.013104,,,
A61M2025,A61M2025,,,21,51367.64649,8,0.313824,0.337033,0.000425,20,0.573684,109,0.054101,,,
A61M2210,A61M2210,,,28,9272.264824,8,0.285803,0.307476,0.000388,20,0.461538,162,0.045025,,,
A61M25,A61M25,,,28,74668.13263,8,0.317445,0.342305,0.001203,20,0.407407,143,0.064415,,,
F16B2,F16B2,,,13,3150.280731,8,0.284816,0.302406,0.00363,11,0.393939,26,0.018802,,,
G02B23,G02B23,,,11,3180.209229,8,0.305567,0.324629,0.000021,26,0.866667,39,0.035531,,,
G02B27,G02B27,,,84,47839.95815,7,0.363422,0.403715,0.0057,19,0.235087,800,0.349143,,,
G02B30,G02B30,,,12,7040.567993,8,0.299585,0.318051,0.000018,26,0.781818,43,0.039164,,,
G03B17,G03B17,,,23,3989.358135,8,0.309952,0.332201,0.001422,26,0.428571,99,0.058865,,,
G03B35,G03B35,,,10,2742.467361,8,0.289708,0.307349,0,26,0.972222,35,0.025753,,,
G06K2209,G06K2209,,,51,27836.59106,8,0.331089,0.363292,0.000459,26,0.484898,594,0.212289,,,
G06T17,G06T17,,,48,11677.27988,8,0.329062,0.35975,0.000645,26,0.417206,451,0.187218,,,
G06T19,G06T19,,,62,31205.2738,8,0.33247,0.367821,0.001199,26,0.394536,722,0.242833,,,
G06T2200,G06T2200,,,45,16845.2996,8,0.325447,0.355647,0.000346,26,0.473573,448,0.17562,,,
G06T2207,G06T2207,6,,131,300882.1203,7,0.362453,0.407574,0.007811,26,0.200716,1683,0.429901,Indexing scheme for image analysis or image enhancement,이미지 분석 혹은 이미지 향상을 위한 인덱싱 분류,이미지 분석 
G06T2210,G06T2210,,,41,21774.34807,8,0.324078,0.353916,0.00043,26,0.539744,421,0.161916,,,
G06T2219,G06T2219,,,49,18570.40814,8,0.328174,0.360464,0.000712,26,0.45922,518,0.199111,,,
G06T5,G06T5,,,29,29200.59431,7,0.325172,0.352056,0.000291,26,0.645503,244,0.131085,,,
G06T7,G06T7,6,,131,141115.3941,7,0.36388,0.409124,0.007996,26,0.199881,1676,0.43736,Image analysis,이미지 분석,이미지 분석
G16H30,G16H30,,,61,48188.12684,7,0.327152,0.361259,0.000577,26,0.423729,750,0.233673,,,
H04N13,H04N13,,,42,19441.88667,8,0.327523,0.35794,0.000547,26,0.39878,327,0.165305,,,
H04N2005,H04N2005,,,15,3198.860985,8,0.312424,0.334862,0.000052,26,0.714286,65,0.060073,,,
A61B2010,A61B2010,,,5,606.96769,8,0.262643,0.276659,0,20,1,6,0.008051,,,
A61B2018,A61B2018,,,16,16635.29755,8,0.293311,0.313324,0.000026,26,0.685714,72,0.042978,,,
A61B8,A61B8,,,38,19622.35652,7,0.340253,0.369459,0.001554,11,0.484985,323,0.254124,,,
G01N21,G01N21,,,63,27260.3936,7,0.355484,0.389904,0.012739,13,0.164992,312,0.16586,,,
G01N2201,G01N2201,,,12,2785.507881,8,0.277464,0.295521,0.000011,13,0.818182,45,0.017339,,,
G06N7,G06N7,,,59,18916.76168,7,0.337964,0.372351,0.001227,26,0.372051,615,0.241454,,,
G16H50,G16H50,,,81,57382.61411,7,0.350949,0.387899,0.003841,26,0.284494,899,0.272397,,,
A61F13,A61F13,,,7,7284.458755,8,0.274988,0.290376,0.000003,20,0.8,12,0.01446,,,
A61F2,A61F2,,,47,113337.0748,7,0.318583,0.34633,0.002435,20,0.323671,335,0.076535,,,
A61F2002,A61F2002,,,35,103360.5442,7,0.313952,0.338888,0.001222,20,0.463458,260,0.062276,,,
A61F2210,A61F2210,,,28,16201.49361,7,0.311204,0.334402,0.000228,20,0.638177,224,0.057694,,,
A61F2220,A61F2220,,,16,27637.36009,8,0.280938,0.299124,0.000032,20,0.742857,78,0.026304,,,
A61F2230,A61F2230,,,29,35160.26908,7,0.313483,0.337301,0.000526,20,0.587302,222,0.05802,,,
A61F2240,A61F2240,,,25,9178.189331,7,0.307396,0.32918,0.000097,20,0.673913,186,0.057028,,,
A61F2250,A61F2250,,,24,29989.28372,8,0.290582,0.312041,0.000294,20,0.557312,141,0.03474,,,
A61F2310,A61F2310,,,6,2987.13324,8,0.253483,0.266574,0,20,1,10,0.006506,,,
A61L17,A61L17,,,8,2702.585983,8,0.273977,0.289756,0,20,1,21,0.012687,,,
A61L2300,A61L2300,,,19,9034.824387,8,0.297848,0.31776,0.000389,20,0.575163,88,0.024907,,,
A61L24,A61L24,,,6,2349.072159,8,0.260894,0.274323,0,8,1,10,0.007819,,,
A61L2430,A61L2430,,,23,15631.60545,7,0.312382,0.335156,0.000765,20,0.467532,108,0.041214,,,
A61L27,A61L27,,,42,30087.59465,7,0.327198,0.355756,0.002238,20,0.354878,291,0.096178,,,
A61L31,A61L31,,,37,28679.82667,7,0.321956,0.347484,0.002399,20,0.42381,267,0.063979,,,
A61M2005,A61M2005,,,14,5644.613182,8,0.304359,0.324921,0.000201,8,0.589744,46,0.034833,,,
A61M2039,A61M2039,,,12,57266.23279,8,0.277564,0.295569,0,20,1,55,0.025791,,,
A61M27,A61M27,,,11,1708.557144,8,0.27525,0.291941,0,20,1,45,0.017159,,,
A61M39,A61M39,,,12,9601.237701,8,0.277564,0.295569,0,20,1,55,0.025791,,,
A61M5,A61M5,,,14,11014.46741,8,0.304359,0.324921,0.000201,8,0.589744,46,0.034833,,,
C12M45,C12M45,,,6,2360.46434,8,0.274988,0.290398,0,20,1,10,0.009325,,,
C12N5,C12N5,,,26,6203.377579,8,0.31272,0.3369,0.002705,9,0.456667,137,0.04135,,,
H04L25,H04L25,,,26,6100.243729,8,0.30464,0.329616,0.001342,26,0.306667,92,0.056526,,,
A61B18,A61B18,,,10,3468.948181,8,0.292828,0.311522,0.000018,26,0.722222,26,0.025915,,,
A61B2505,A61B2505,,,22,5746.26992,8,0.310577,0.335576,0.00027,26,0.504762,106,0.077135,,,
G01K1,G01K1,,,10,3623.933029,7,0.298617,0.317288,0.000083,19,0.583333,21,0.043124,,,
G01K7,G01K7,,,14,4221.117371,7,0.318847,0.342082,0.000166,19,0.435897,34,0.068693,,,
G02B2027,G02B2027,,,58,34329.2879,7,0.352018,0.387294,0.00276,19,0.302632,483,0.261268,,,
G06F2203,G06F2203,,,101,74467.3875,7,0.383823,0.424435,0.007845,19,0.196364,972,0.505677,Indexing scheme relating to G06F3/00 - G06F3/048,G06F3/00 - G06F3/048에 관련된 인덱싱 체계,
G06F9,G06F9,,,49,13734.55335,8,0.327059,0.360868,0.001242,26,0.375887,424,0.209174,,,
G16H20,G16H20,,,67,35803.96692,7,0.351483,0.386017,0.003442,8,0.29697,637,0.2348,,,
G16H40,G16H40,,,65,25581.57502,8,0.34395,0.379179,0.002407,26,0.324901,655,0.236118,,,
Y10T156,Y10T156,,,25,11273.37095,7,0.321329,0.345659,0.000541,20,0.449275,124,0.07122,,,
A61M29,A61M29,,,8,1112.138939,8,0.258126,0.272152,0,20,1,21,0.011709,,,
G06T3,G06T3,,,20,9033.007935,8,0.312762,0.338331,0.000008,26,0.824561,141,0.107812,,,
G09B19,G09B19,,,10,2677.702789,8,0.297618,0.317619,0.000119,26,0.666667,24,0.030526,,,
G09B23,G09B23,,,13,1785.780838,8,0.304962,0.326965,0.000171,26,0.515152,34,0.039699,,,
G09B5,G09B5,,,9,1414.457138,8,0.297464,0.317186,0.000006,26,0.785714,22,0.028227,,,
A61B2046,A61B2046,,,25,8491.773773,7,0.312889,0.335721,0.000295,11,0.826087,228,0.173234,,,
A61B2050,A61B2050,,,25,21540.22528,7,0.31272,0.335346,0.00017,11,0.82971,229,0.172986,,,
A61B50,A61B50,,,25,7180.075172,7,0.31272,0.335346,0.00017,11,0.82971,229,0.172986,,,
B32B2037,B32B2037,,,46,15061.88338,6,0.351429,0.380889,0.000622,11,0.533333,528,0.299123,,,
B32B2038,B32B2038,,,27,9470.342392,7,0.318276,0.342212,0.000017,11,0.843077,274,0.199516,,,
B32B2255,B32B2255,,,122,102423.3053,6,0.386519,0.428372,0.006616,11,0.218044,1583,0.595016,Coating on the layer surface,층 표면상 코팅,
B32B23,B32B23,,,39,47620.83838,7,0.34862,0.376822,0.000349,11,0.613087,431,0.272154,,,
B32B29,B32B29,,,42,19224.85188,7,0.319596,0.346388,0.000116,11,0.543902,446,0.245368,,,
A61B7,A61B7,,,6,2029.62558,8,0.259284,0.271871,0,11,1,10,0.011366,,,
G01T1,G01T1,,,58,36142.35252,6,0.347414,0.381379,0.007315,26,0.20802,332,0.185049,,,
G03B21,G03B21,,,21,10756.89624,8,0.320394,0.34643,0.000917,26,0.489474,93,0.086898,,,
G06T11,G06T11,,,38,30227.24711,7,0.312255,0.339962,0.000175,26,0.513514,342,0.149019,,,
G06T2211,G06T2211,,,17,14982.67731,7,0.305931,0.328719,0.000005,26,0.816667,98,0.082956,,,
B63C9,B63C9,,,8,3675.821121,8,0.296244,0.316036,0.004792,26,0.52381,11,0.020802,,,
H04B5,H04B5,,,28,20647.05686,8,0.33247,0.359657,0.002059,26,0.606838,213,0.107616,,,
A61B2560,A61B2560,,,13,3435.895859,8,0.302487,0.322837,0.000012,26,0.712121,47,0.05719,,,
G01S7,G01S7,,,38,24783.87888,7,0.338807,0.369351,0.00189,19,0.283784,189,0.147661,,,
G16H80,G16H80,,,31,8033.123878,8,0.318583,0.345139,0.000167,26,0.45977,200,0.124226,,,
A61K41,A61K41,,,15,2473.501671,8,0.30456,0.324957,0.000549,13,0.571429,52,0.026525,,,
A63F13,A63F13,,,20,13367.26172,8,0.313398,0.339153,0.000172,26,0.520468,89,0.091918,,,
B32B2405,B32B2405,,,38,9159.58847,7,0.332375,0.358576,0.000268,11,0.612613,408,0.203798,,,
B32B2556,B32B2556,,,10,1458.754669,7,0.323624,0.344224,0,11,0.833333,30,0.093135,,,
G01B7,G01B7,,,27,6001.451225,7,0.327755,0.354069,0.001359,24,0.289231,94,0.07961,,,
G02B21,G02B21,,,9,11556.0173,8,0.294583,0.313346,0,26,0.928571,26,0.034282,,,
G08G1,G08G1,,,19,41389.35682,8,0.306539,0.330427,0.00003,26,0.607843,93,0.074637,,,
H01B7,H01B7,,,25,55377.39714,7,0.329062,0.354689,0.00102,19,0.358696,99,0.080424,,,
H04B10,H04B10,,,19,11025.43205,8,0.305203,0.326453,0.001165,19,0.379085,58,0.039267,,,
H04B13,H04B13,,,7,1185.14167,8,0.288731,0.305391,0,26,0.933333,14,0.017491,,,
H04N2013,H04N2013,,,23,5028.954712,8,0.310702,0.335908,0.000057,26,0.627706,145,0.09905,,,
B60H1,B60H1,,,29,26893.63142,8,0.310618,0.334617,0.000141,26,0.656085,248,0.087968,,,
B60Q5,B60Q5,,,25,4285.565769,8,0.312171,0.335944,0.000027,26,0.826087,228,0.091517,,,
B60Q9,B60Q9,,,59,12146.23903,8,0.331374,0.365736,0.001561,26,0.362976,600,0.191895,,,
B60R1,B60R1,,,59,13927.4177,8,0.330852,0.364979,0.000456,26,0.478524,791,0.230532,,,
B60R21,B60R21,,,38,29999.98781,8,0.317969,0.346091,0.001818,26,0.490991,327,0.132603,,,
B60R2300,B60R2300,,,63,29435.25787,8,0.331326,0.366277,0.000499,26,0.462718,875,0.250862,,,
B60W2040,B60W2040,,,32,6636.452408,8,0.313654,0.34079,0.000035,26,0.739785,344,0.131166,,,
B60W2050,B60W2050,,,31,7070.54554,8,0.316142,0.340762,0.000206,26,0.590805,257,0.103489,,,
B60W2420,B60W2420,,,43,13179.84118,8,0.32281,0.351435,0.000311,26,0.537747,463,0.145842,,,
B60W2540,B60W2540,,,45,26558.67068,8,0.325722,0.355214,0.000301,26,0.55814,528,0.170491,,,
B60W30,B60W30,,,29,5618.701416,8,0.310201,0.336672,0.000033,26,0.732804,277,0.105213,,,
B60W40,B60W40,,,37,11816.05719,8,0.323307,0.351075,0.000174,26,0.639683,403,0.146517,,,
B60W50,B60W50,,,45,10379.24505,8,0.330615,0.360356,0.000477,26,0.528541,500,0.174436,,,
G06N3,G06N3,6,,134,131424.2025,7,0.359241,0.405576,0.00997,26,0.155844,1368,0.401117,Computer systems based on biological models,생물학적 모델을 기반으로 한 컴퓨터 시스템,컴퓨터 시스템(생물학적 모델)
G16H10,G16H10,,,62,21704.48386,7,0.338807,0.371896,0.002145,26,0.314208,575,0.208142,,,
A61B3,A61B3,,,8,12050.74024,7,0.310785,0.329851,0.00005,13,0.761905,16,0.031077,,,
H01L41,H01L41,,,39,57024.4109,7,0.336292,0.367165,0.004965,13,0.26458,186,0.12992,,,
H01M4,H01M4,,,44,211628.1046,7,0.330615,0.359946,0.001459,16,0.323367,292,0.113735,,,
Y02E60,Y02E60,,,108,52568.89403,6,0.372682,0.412621,0.022463,16,0.117087,664,0.239678,Enabling technologies; Technologies with a potential or indirect contribution to GHG emissions mitigation,기술 활성화; 온실 가스 감축에 잠재적 또는 간접적으로 기여하는 기술,
A61C13,A61C13,,,14,4567.979492,8,0.295335,0.315452,0.00004,26,0.833333,65,0.050295,,,
A61C7,A61C7,,,22,12200.65448,7,0.322585,0.346067,0.000751,26,0.490476,103,0.076378,,,
A61C9,A61C9,,,14,3623.433563,8,0.295335,0.315452,0.00004,26,0.833333,65,0.050295,,,
A61G5,A61G5,,,8,1027.305382,8,0.295335,0.314262,0,26,0.904762,19,0.028599,,,
A61M2230,A61M2230,,,17,51539.5874,8,0.304801,0.32571,0,8,0.991667,119,0.052897,,,
B01L2200,B01L2200,,,38,34902.18309,7,0.334201,0.362478,0.001954,13,0.382883,255,0.078913,,,
B01L2300,B01L2300,,,45,41159.0999,7,0.340103,0.369711,0.003815,13,0.309725,293,0.084765,,,
B01L3,B01L3,,,47,41195.40229,7,0.340253,0.370216,0.004213,13,0.291787,302,0.08614,,,
C12M25,C12M25,,,10,2720.527489,8,0.299352,0.318503,0.000001,13,0.916667,33,0.02295,,,
G01J2005,G01J2005,,,22,5119.99118,8,0.308586,0.332237,0.000132,26,0.580952,122,0.080179,,,
G01J5,G01J5,,,54,16970.33259,8,0.329672,0.363558,0.001337,26,0.435414,600,0.200428,,,
G01N2001,G01N2001,,,5,1149.195091,8,0.295222,0.312235,0,15,0.833333,5,0.014024,,,
G01N27,G01N27,,,23,24579.29778,8,0.322585,0.347033,0.002959,9,0.311688,72,0.041686,,,
G01N31,G01N31,,,4,1281.725113,8,0.29432,0.310529,0,13,0.666667,2,0.013498,,,
G05B19,G05B19,,,49,18413.98985,7,0.355757,0.388541,0.00362,20,0.305851,345,0.176841,,,
G05B2219,G05B2219,,,45,14938.11071,8,0.332853,0.364835,0.001653,8,0.358351,339,0.150631,,,
G06F17,G06F17,,,25,5854.806473,8,0.308051,0.333896,0.000245,26,0.601449,166,0.110396,,,
G06F40,G06F40,,,24,18855.87686,8,0.322001,0.349452,0.000705,26,0.636364,161,0.131837,,,
G06N5,G06N5,,,59,28968.13958,8,0.327616,0.360724,0.000769,26,0.346642,573,0.205202,,,
G06T13,G06T13,,,13,2129.339767,8,0.292754,0.312481,0.000011,26,0.848485,56,0.050886,,,
G08B25,G08B25,,,73,17983.42342,7,0.342827,0.379519,0.002709,26,0.338419,865,0.25713,,,
H01H29,H01H29,,,6,609.813751,7,0.305688,0.32286,0,26,0.9,9,0.021264,,,
H01L37,H01L37,,,6,797.072563,8,0.297963,0.317027,0,26,0.8,8,0.026919,,,
Y02A90,Y02A90,,,17,4734.083565,8,0.31196,0.336175,0.000015,26,0.875,105,0.087628,,,
A61K51,A61K51,,,18,6322.021244,8,0.315194,0.340062,0.00352,26,0.544118,74,0.075945,,,
B33Y30,B33Y30,,,49,16676.66987,7,0.338906,0.36824,0.0025,20,0.300532,339,0.115345,,,
F16C17,F16C17,,,8,4264.675659,8,0.275185,0.289792,0,26,1,21,0.010982,,,
F16C2316,F16C2316,,,8,1421.558578,8,0.275185,0.289792,0,26,1,21,0.010982,,,
F16C33,F16C33,,,17,19401.51247,7,0.316445,0.33808,0.000905,11,0.491667,59,0.100392,,,
G01B11,G01B11,,,36,8092.731285,7,0.343031,0.369639,0.003655,26,0.240336,143,0.088436,,,
G01D11,G01D11,,,9,1665.422005,7,0.294846,0.312705,0.000041,26,0.571429,16,0.026322,,,
G01N23,G01N23,,,30,14998.96465,7,0.324396,0.351443,0.001218,26,0.349754,142,0.107366,,,
G01T7,G01T7,,,7,3214.003517,7,0.270103,0.285524,0.000001,26,0.866667,13,0.012358,,,
G01V1,G01V1,,,7,778.787827,8,0.275545,0.2929,0,26,0.933333,14,0.019513,,,
G01V99,G01V99,,,7,778.787827,8,0.275545,0.2929,0,26,0.933333,14,0.019513,,,
G06F16,G06F16,,,66,48042.08443,8,0.335511,0.371362,0.002206,26,0.326442,679,0.237439,,,
G06T15,G06T15,,,29,16603.14559,8,0.317925,0.344685,0.000122,26,0.664021,251,0.120588,,,
G21F1,G21F1,,,6,3344.820328,7,0.269128,0.284262,0,26,1,10,0.00964,,,
G21F3,G21F3,,,6,1939.247383,7,0.269128,0.284262,0,26,1,10,0.00964,,,
H01J2235,H01J2235,,,12,2878.099907,7,0.288731,0.306828,0.000024,26,0.763636,42,0.025879,,,
H01J35,H01J35,,,12,4404.51358,7,0.288731,0.306828,0.000024,26,0.763636,42,0.025879,,,
H05G1,H05G1,,,9,3210.636505,7,0.280495,0.298606,0,26,0.964286,27,0.023262,,,
A61M3,A61M3,,,5,1225.890442,8,0.245433,0.257501,0,26,1,6,0.004653,,,
A61C19,A61C19,,,12,3757.31115,8,0.283698,0.29924,0.000237,26,0.618182,34,0.021441,,,
A61C2201,A61C2201,,,9,1454.000214,8,0.262048,0.276291,0,26,1,28,0.015949,,,
B33Y10,B33Y10,,,94,23843.47944,6,0.355593,0.39325,0.007679,20,0.177653,760,0.207168,,,
B33Y70,B33Y70,,,38,9959.930862,6,0.326136,0.35318,0.000559,20,0.430931,287,0.090827,,,
C08F120,C08F120,,,10,1371.711899,7,0.297771,0.316189,0,23,0.944444,34,0.027634,,,
