Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality
B26D2001,B26D2001,,12,4290.842117,6,0.282828,0.292605,0.000577,14,0.563636,31,0.00169
B23K2101,B23K2101,,22,19948.774239,5,0.357303,0.375891,0.000019,10,0.671429,141,0.042111
B23K20,B23K20,,20,15527.93689,5,0.360053,0.378954,0.000003,10,0.736842,126,0.043587
B23K2103,B23K2103,,19,14562.442421,5,0.355218,0.373249,0.000001,10,0.803922,123,0.039337
B23K9,B23K9,,28,19859.932678,5,0.373152,0.394247,0.000044,10,0.586895,206,0.064862
B60Y2306,B60Y2306,,106,53722.249298,5,0.406012,0.434667,0.00036,0,0.34304,1873,0.214679
G01R27,G01R27,,50,17882.586586,5,0.396609,0.420686,0.000297,0,0.413265,486,0.11318
H01L22,H01L22,,13,4107.135033,5,0.34342,0.359033,0.000002,8,0.757576,50,0.019391
B23K3,B23K3,,2,2952.487061,0,0,0,0,22,0,0,0.000079
B23K37,B23K37,,5,4818.261147,5,0.318235,0.328515,0,10,0.833333,5,0.005047
H02J1,H02J1,,106,67743.349304,5,0.415556,0.443287,0.000395,0,0.407143,2223,0.255678
H02J4,H02J4,,59,14010.141922,5,0.395097,0.419334,0.000113,0,0.533575,882,0.14832
H02M5,H02M5,,56,23428.707405,5,0.39243,0.416615,0.000066,0,0.585859,870,0.139676
B23P13,B23P13,,5,1022.82132,5,0.332351,0.346155,0,12,0.833333,5,0.009368
B23P15,B23P15,,5,1022.82132,5,0.332351,0.346155,0,12,0.833333,5,0.009368
B25B13,B25B13,,13,2841.855743,5,0.315928,0.326668,0.000028,14,0.636364,42,0.005202
B25B21,B25B21,,19,5895.679871,5,0.37131,0.390346,0.00051,0,0.398693,61,0.036835
B65G17,B65G17,,19,4502.455284,5,0.349394,0.366215,0.000659,0,0.437908,67,0.02227
H05K13,H05K13,,21,9552.09185,5,0.356704,0.375174,0.000083,8,0.447368,85,0.037703
H05K2203,H05K2203,,57,36761.657318,5,0.40524,0.429349,0.000505,8,0.380519,586,0.111302
Y10T29,Y10T29,,14,14767.52243,5,0.327919,0.34045,0.000037,8,0.435897,34,0.013317
B23Q1,B23Q1,,7,3897.084045,5,0.310632,0.320577,0,12,1,15,0.004178
G01B5,G01B5,,39,15085.506363,5,0.373261,0.394986,0.000377,5,0.305832,215,0.056629
G01D2205,G01D2205,,19,4382.797836,5,0.343512,0.359328,0.00003,12,0.562092,86,0.022651
B23Q3,B23Q3,,5,843.211716,6,0.283351,0.291684,0,12,1,6,0.000884
B24B49,B24B49,,7,1322.719513,5,0.325112,0.336861,0,11,0.866667,13,0.010085
B25B5,B25B5,,5,843.211716,6,0.283351,0.291684,0,12,1,6,0.000884
B23Q35,B23Q35,,4,527.029152,5,0.319747,0.330331,0,0,0.666667,2,0.005958
B25B11,B25B11,,7,1899.190674,5,0.292646,0.301977,0,14,0.933333,14,0.001813
B65G2249,B65G2249,,7,2864.376312,5,0.292646,0.301977,0,14,0.933333,14,0.001813
B65G49,B65G49,,21,5197.089073,5,0.368244,0.387904,0.00028,14,0.405263,77,0.025667
B25F1,B25F1,,16,4237.925858,5,0.336935,0.350721,0.000056,14,0.590476,62,0.01586
B25B19,B25B19,,4,769.210342,6,0.28719,0.296502,0,0,1,3,0.001708
H02P6,H02P6,,81,50779.913631,5,0.388968,0.415576,0.000592,0,0.409177,1293,0.163623
F16D2001,F16D2001,,5,858.939926,6,0.274726,0.28279,0,0,1,6,0.000843
F16D3,F16D3,,16,4077.386147,5,0.351218,0.368005,0.000134,0,0.666667,70,0.016664
B25H1,B25H1,,17,6367.303864,5,0.323059,0.334824,0.000031,14,0.583333,70,0.008881
B62B2202,B62B2202,,45,17718.610542,5,0.370771,0.392944,0.001236,14,0.342495,324,0.060861
B62B2203,B62B2203,,47,23124.705734,5,0.38154,0.404571,0.000842,14,0.321739,333,0.073469
B65H49,B65H49,,17,6151.726746,5,0.323195,0.335323,0.00002,14,0.666667,80,0.009009
B65H57,B65H57,,12,2432.216187,6,0.30752,0.317957,0,14,1,55,0.004689
F16D1,F16D1,,5,1776.461578,6,0.272115,0.280309,0,14,1,6,0.000687
F16D2250,F16D2250,,8,1624.82048,6,0.284971,0.294891,0.000012,0,0.619048,13,0.00211
F16D2300,F16D2300,,23,4083.336792,5,0.369024,0.389168,0.000681,0,0.445887,103,0.0366
B25C1,B25C1,,5,10331.965271,6,0.236265,0.24125,0,14,0.833333,5,0.000387
B25C5,B25C5,,5,4128.432556,5,0.303241,0.313074,0.0002,14,0.833333,5,0.002911
B25C7,B25C7,,9,3124.493973,5,0.30928,0.320316,0.000822,14,0.464286,13,0.00409
F16B15,F16B15,,4,1019.168579,6,0.236251,0.241119,0,14,1,3,0.000285
F16B45,F16B45,,5,820.627823,6,0.284253,0.29337,0,14,1,6,0.001211
B25D11,B25D11,,5,7963.552002,6,0.234603,0.23962,0,0,1,6,0.000399
B25D2217,B25D2217,,5,3981.776001,6,0.234603,0.23962,0,0,1,6,0.000399
G05G1,G05G1,,39,34116.729469,5,0.390791,0.413165,0.00028,14,0.379801,267,0.070997
G05G2009,G05G2009,,16,3156.261902,5,0.340373,0.355153,0,14,0.980952,103,0.015909
G05G5,G05G5,,32,29873.226311,5,0.388023,0.409667,0.000112,14,0.468817,218,0.059973
H01H19,H01H19,,28,11589.654907,5,0.373624,0.394391,0.000046,14,0.595442,209,0.060505
H01H2009,H01H2009,,24,4904.09243,5,0.350672,0.368261,0.00002,14,0.557312,141,0.028847
H01H2025,H01H2025,,16,3156.261902,5,0.340373,0.355153,0,14,0.980952,103,0.015909
H01H2219,H01H2219,,30,16528.143501,5,0.367574,0.388417,0.000062,14,0.522167,212,0.050326
H01H2239,H01H2239,,20,4221.439972,5,0.359378,0.37838,0.000014,14,0.760234,130,0.027976
H01H25,H01H25,,16,3156.261902,5,0.340373,0.355153,0,14,0.980952,103,0.015909
H02P27,H02P27,,131,80947.928833,5,0.411853,0.442292,0.000706,0,0.328921,2758,0.267756
B26B11,B26B11,,4,1797.170868,6,0.274176,0.281826,0,15,1,3,0.00059
B26B27,B26B27,,3,344.99411,6,0.274157,0.281695,0,15,1,1,0.000502
B26B5,B26B5,,4,1797.170868,6,0.274176,0.281826,0,15,1,3,0.00059
B25H5,B25H5,,7,1019.550148,5,0.322868,0.334385,0,15,0.933333,14,0.008984
B25J18,B25J18,,14,2999.561386,5,0.311263,0.323075,0.000008,0,0.615385,48,0.007907
B62D7,B62D7,,25,10474.723404,5,0.332409,0.348905,0.000032,0,0.507246,140,0.019735
B25J17,B25J17,,8,3510.745758,5,0.312709,0.323922,0,0,1,21,0.007153
F16J15,F16J15,,6,932.233154,5,0.29936,0.309311,0,0,1,10,0.003191
B67D2007,B67D2007,,23,18503.721848,5,0.357936,0.376855,0.000012,5,0.597403,138,0.053669
F01M11,F01M11,,20,4489.306202,5,0.358605,0.377529,0.000044,5,0.467836,80,0.031745
F16H57,F16H57,,52,72490.62281,5,0.373988,0.397172,0.000249,0,0.41098,524,0.078007
G07F13,G07F13,,13,2940.748352,5,0.336432,0.351651,0.000006,5,0.606061,40,0.021746
B25J21,B25J21,,10,1542.78965,5,0.331404,0.345329,0,0,0.944444,34,0.015665
B65G65,B65G65,,28,7426.168076,5,0.344345,0.36194,0.000136,0,0.413105,145,0.027698
B66C1,B66C1,,15,6718.062607,5,0.340705,0.356352,0.000004,0,0.714286,65,0.028035
B66C19,B66C19,,15,2801.164276,5,0.325996,0.338956,0.000019,0,0.582418,53,0.012373
B60C5,B60C5,,42,8862.617676,5,0.374244,0.396746,0.000241,0,0.646341,530,0.090131
B60G17,B60G17,,78,41640.682571,5,0.387045,0.41353,0.000547,0,0.368763,1079,0.13877
B60G2400,B60G2400,,71,40819.065804,5,0.380631,0.406274,0.000299,0,0.427743,1033,0.129819
B60G2500,B60G2500,,55,15442.33844,5,0.377336,0.401277,0.000108,0,0.565339,809,0.115781
B60G2800,B60G2800,,55,17242.954926,5,0.383102,0.407295,0.000065,0,0.586303,839,0.123834
B65D88,B65D88,,57,17376.039925,5,0.383332,0.407334,0.000538,0,0.435065,670,0.101281
B60B19,B60B19,,37,11081.122276,5,0.380405,0.402298,0.000459,0,0.293651,185,0.06634
B60G11,B60G11,,14,7092.21701,5,0.309081,0.321633,0.000007,0,0.74359,58,0.007619
B60G2202,B60G2202,,38,15815.205154,5,0.323467,0.340737,0.000064,0,0.399399,266,0.024771
B66F9,B66F9,,68,59665.587997,5,0.395464,0.420399,0.00133,14,0.270014,597,0.11688
B64C1,B64C1,,46,19151.725529,5,0.396363,0.419347,0.000309,5,0.419192,415,0.091009
B65G2209,B65G2209,,13,2169.967896,5,0.348442,0.364911,0,0,0.924242,61,0.032231
G05B9,G05B9,,16,3462.174835,5,0.357303,0.375452,0.000007,0,0.571429,60,0.040289
B26D1,B26D1,,7,1873.880493,6,0.231391,0.236462,0,14,1,15,0.000575
B26D2210,B26D2210,,7,1431.770035,6,0.231391,0.236462,0,14,1,15,0.000575
B26D3,B26D3,,7,3245.212891,6,0.231391,0.236462,0,14,1,15,0.000575
B26D5,B26D5,,7,2863.54007,6,0.231391,0.236462,0,14,1,15,0.000575
B27B17,B27B17,,4,1476.24353,1,1,1,0,23,1,3,0.00025
B27G19,B27G19,,4,738.121765,1,1,1,0,23,1,3,0.00025
B27L1,B27L1,,4,738.121765,1,1,1,0,23,1,3,0.00025
E04C5,E04C5,,6,1238.44899,7,0.216271,0.220912,0,6,1,10,0.000467
E04G2021,E04G2021,,6,1238.44899,7,0.216271,0.220912,0,6,1,10,0.000467
E04G21,E04G21,,6,1238.44899,7,0.216271,0.220912,0,6,1,10,0.000467
B29B13,B29B13,,11,5678.818726,6,0.28,0.290398,0,11,1,45,0.001894
B29B2009,B29B2009,,11,2839.409363,6,0.28,0.290398,0,11,1,45,0.001894
B29B9,B29B9,,11,8518.228241,6,0.28,0.290398,0,11,1,45,0.001894
B29C2791,B29C2791,,11,2839.409363,6,0.28,0.290398,0,11,1,45,0.001894
B29C45,B29C45,,67,29009.809586,5,0.369664,0.393856,0.00357,11,0.211655,454,0.04412
B29K2105,B29K2105,,11,8518.228241,6,0.28,0.290398,0,11,1,45,0.001894
C09K19,C09K19,,11,2839.409363,6,0.28,0.290398,0,11,1,45,0.001894
B29C2043,B29C2043,,10,13045.011322,5,0.342959,0.357751,0,10,0.916667,33,0.018623
B29C43,B29C43,,10,19567.517303,5,0.342959,0.357751,0,10,0.916667,33,0.018623
B29K2705,B29K2705,,10,3261.252831,5,0.342959,0.357751,0,10,0.916667,33,0.018623
B29C2045,B29C2045,,11,3989.208961,5,0.318314,0.330435,0.000109,11,0.711111,32,0.007144
B29C39,B29C39,,9,1474.85083,5,0.318261,0.330175,0,11,0.964286,27,0.006966
B29L2001,B29L2001,,5,1345.085754,6,0.269951,0.278676,0,11,1,6,0.000792
B29L2011,B29L2011,,9,1474.85083,5,0.318261,0.330175,0,11,0.964286,27,0.006966
B29L2023,B29L2023,,5,1345.085754,6,0.269951,0.278676,0,11,1,6,0.000792
B29K2033,B29K2033,,9,1949.513374,5,0.339109,0.353758,0,8,0.964286,27,0.012962
B29K2063,B29K2063,,11,2384.908333,5,0.321677,0.335527,0,5,0.977778,44,0.008041
B29K2065,B29K2065,,11,2384.908333,5,0.321677,0.335527,0,5,0.977778,44,0.008041
B29K2077,B29K2077,,20,4605.85556,6,0.298312,0.311023,0,11,1,171,0.005285
B29K2509,B29K2509,,27,6695.670807,5,0.32608,0.342297,0.0001,11,0.652308,212,0.011827
B29K2675,B29K2675,,13,3496.214066,6,0.30488,0.316293,0,11,1,66,0.006548
B29K2715,B29K2715,,13,3496.214066,6,0.30488,0.316293,0,11,1,66,0.006548
B29L2015,B29L2015,,11,2697.430542,5,0.33866,0.352729,0,0,0.955556,43,0.012176
B32B2266,B32B2266,,16,7396.917366,5,0.323768,0.337787,0.000014,11,0.714286,75,0.011772
B60Q2400,B60Q2400,,65,22370.021168,5,0.406657,0.431283,0.000334,15,0.336806,679,0.149889
B60R3,B60R3,,21,9709.318665,5,0.338152,0.354054,0.000044,11,0.542105,103,0.019395
C08G69,C08G69,,25,5769.32563,5,0.34596,0.362869,0.000169,11,0.724638,200,0.01925
C08J2377,C08J2377,,20,9211.711121,6,0.298312,0.311023,0,11,1,171,0.005285
C08J2477,C08J2477,,20,4605.85556,6,0.298312,0.311023,0,11,1,171,0.005285
C08J2491,C08J2491,,20,4605.85556,6,0.298312,0.311023,0,11,1,171,0.005285
C08K13,C08K13,,20,4605.85556,6,0.298312,0.311023,0,11,1,171,0.005285
C08K5,C08K5,,46,44908.110023,5,0.348474,0.367692,0.000748,11,0.391919,388,0.023756
C08L2201,C08L2201,,23,16075.724457,6,0.298382,0.311414,0.000012,11,0.809524,187,0.005741
C08L2205,C08L2205,,31,20530.726009,5,0.351604,0.370985,0.00039,11,0.567816,247,0.022831
C08L2310,C08L2310,,20,4605.85556,6,0.298312,0.311023,0,11,1,171,0.005285
C08L77,C08L77,,25,5769.32563,5,0.34596,0.362869,0.000169,11,0.724638,200,0.01925
F16H1,F16H1,,72,19672.031364,5,0.385411,0.410858,0.000831,0,0.232998,579,0.084404
F16H2057,F16H2057,,45,33662.795883,5,0.36775,0.389685,0.000159,0,0.47463,449,0.066163
H01L2933,H01L2933,,32,23024.725883,5,0.369024,0.389677,0.000076,8,0.436559,203,0.047568
H02K1,H02K1,,91,56166.362381,5,0.396691,0.424027,0.001136,5,0.285393,1143,0.140452
H02K15,H02K15,,35,17222.398296,5,0.370092,0.391632,0.000087,5,0.506239,284,0.059272
B29C48,B29C48,,20,19977.377686,6,0.319188,0.331621,0,11,1,171,0.011394
B32B2264,B32B2264,,38,39866.904572,5,0.359445,0.379393,0.000084,11,0.570571,380,0.040004
B32B2272,B32B2272,,20,6659.125977,6,0.319188,0.331621,0,11,1,171,0.011394
B32B2313,B32B2313,,20,6659.125977,6,0.319188,0.331621,0,11,1,171,0.011394
B29C51,B29C51,,10,2655.164246,6,0.295965,0.306643,0,15,1,36,0.004097
B44C1,B44C1,,10,7965.492706,6,0.295965,0.306643,0,15,1,36,0.004097
G09F1,G09F1,,14,3813.749695,5,0.320468,0.332334,0.000023,15,0.692308,54,0.00885
G09F2027,G09F2027,,30,8017.850502,5,0.367363,0.388582,0.000296,15,0.477833,194,0.054157
B29C63,B29C63,,9,2601.047607,6,0.288877,0.299314,0,11,1,28,0.002052
B29K2623,B29K2623,,9,2601.047607,6,0.288877,0.299314,0,11,1,28,0.002052
B65H54,B65H54,,9,5202.095215,6,0.288877,0.299314,0,11,1,28,0.002052
B65H81,B65H81,,9,2601.047607,6,0.288877,0.299314,0,11,1,28,0.002052
C08G63,C08G63,,15,9314.173035,6,0.290035,0.302077,0,6,1,91,0.004155
C08L29,C08L29,,15,3104.72435,6,0.290035,0.302077,0,6,1,91,0.004155
C08L3,C08L3,,15,3104.72435,6,0.290035,0.302077,0,6,1,91,0.004155
C08L67,C08L67,,15,6209.4487,6,0.290035,0.302077,0,6,1,91,0.004155
C08L71,C08L71,,25,6187.277725,6,0.296881,0.309924,0.000023,11,0.634058,175,0.006329
H01M2300,H01M2300,,79,98261.354561,5,0.39255,0.418861,0.000609,10,0.254745,765,0.112112
B29D11,B29D11,,12,5162.434555,5,0.329101,0.34337,0.000001,12,0.890909,49,0.016425
B29K2075,B29K2075,,10,2330.627197,5,0.314736,0.326456,0,12,0.972222,35,0.010026
B29D2030,B29D2030,,5,653.700195,5,0.310758,0.32056,0,11,1,6,0.003631
B60C15,B60C15,,5,653.700195,5,0.310758,0.32056,0,11,1,6,0.003631
B60C19,B60C19,,14,2740.320602,5,0.319347,0.331313,0.000033,11,0.653846,51,0.009896
B31D1,B31D1,,7,1247.800705,5,0.341981,0.356131,0,10,0.733333,11,0.020283
B31D3,B31D3,,6,1045.066116,5,0.342439,0.356708,0,10,0.7,7,0.014749
B32B1,B32B1,,57,32113.625198,5,0.389047,0.41303,0.000382,11,0.414286,638,0.074112
B32B15,B32B15,,28,58312.597725,5,0.360764,0.380414,0.000054,11,0.606838,213,0.034909
B32B2260,B32B2260,,18,22664.227417,5,0.336846,0.351442,0,11,0.977941,133,0.021763
B32B2270,B32B2270,,18,5016.690315,5,0.329044,0.343917,0,11,0.992647,135,0.023991
B32B2274,B32B2274,,18,5016.690315,5,0.329044,0.343917,0,11,0.992647,135,0.023991
B32B2377,B32B2377,,14,2713.115685,5,0.364777,0.383559,0,11,0.961538,75,0.027508
B32B2439,B32B2439,,13,3645.176056,6,0.308757,0.319265,0,11,1,66,0.006046
B32B2451,B32B2451,,22,6964.159813,5,0.330291,0.344977,0,11,0.938095,197,0.018395
B32B2457,B32B2457,,57,43552.994141,5,0.37741,0.400878,0.000225,11,0.446104,687,0.079111
B32B2571,B32B2571,,27,10231.808571,5,0.349045,0.366914,0.000008,11,0.781538,254,0.039592
B32B2597,B32B2597,,14,2713.115685,5,0.364777,0.383559,0,11,0.961538,75,0.027508
B32B29,B32B29,,29,19310.779892,5,0.341129,0.356908,0.000042,11,0.632275,239,0.025331
B32B9,B32B9,,28,26821.553169,5,0.349076,0.367045,0.00001,11,0.749288,263,0.039827
B65D2585,B65D2585,,13,3645.176056,6,0.308757,0.319265,0,11,1,66,0.006046
B65D27,B65D27,,20,14819.331848,5,0.33599,0.351768,0.000054,11,0.561404,96,0.021103
C09J2203,C09J2203,,27,13454.524834,5,0.340222,0.356595,0.000021,8,0.701538,228,0.026173
C09J2301,C09J2301,,21,6044.43248,5,0.330263,0.344847,0,11,0.989474,188,0.018014
C09J2400,C09J2400,,27,13454.524834,5,0.340222,0.356595,0.000021,8,0.701538,228,0.026173
C09J7,C09J7,,27,19243.810593,5,0.340222,0.356595,0.000021,11,0.701538,228,0.026173
F16L11,F16L11,,14,5426.231369,5,0.364777,0.383559,0,11,0.961538,75,0.027508
H01C1,H01C1,,30,22602.882233,5,0.34571,0.363843,0.000079,11,0.403941,164,0.037879
H01C17,H01C17,,14,31059.917297,6,0.305706,0.316523,0.000006,11,0.884615,69,0.007463
H01C7,H01C7,,34,26013.00341,5,0.36158,0.381643,0.000093,11,0.418561,221,0.054351
B32B17,B32B17,,17,6373.682365,5,0.353809,0.371546,0,11,0.983333,118,0.02568
B32B23,B32B23,,17,12747.364731,5,0.353809,0.371546,0,11,0.983333,118,0.02568
C08F4,C08F4,,10,1802.557861,5,0.329383,0.343153,0,11,0.972222,35,0.0101
C08G81,C08G81,,17,4848.788506,5,0.354791,0.372784,0.000034,10,0.541667,65,0.019334
H01L2251,H01L2251,,40,37057.468758,5,0.377188,0.39934,0.000174,10,0.511471,379,0.072699
B32B18,B32B18,,16,4442.454407,6,0.297364,0.309376,0,10,1,105,0.005089
C01B11,C01B11,,16,4442.454407,6,0.297364,0.309376,0,10,1,105,0.005089
C01F17,C01F17,,16,8884.908813,6,0.297364,0.309376,0,10,1,105,0.005089
C01F7,C01F7,,16,4442.454407,6,0.297364,0.309376,0,10,1,105,0.005089
C01G25,C01G25,,22,6225.79245,5,0.344685,0.360966,0.000058,10,0.785714,165,0.019711
C04B2235,C04B2235,,26,150780.913574,5,0.346272,0.363117,0.000071,10,0.663333,199,0.021695
C04B2237,C04B2237,,16,8884.908813,6,0.297364,0.309376,0,10,1,105,0.005089
C04B35,C04B35,,28,45629.351318,5,0.365368,0.385519,0.000182,10,0.606838,213,0.02962
C04B41,C04B41,,20,13838.84993,5,0.344623,0.360706,0.000067,10,0.807018,138,0.020788
H01J2237,H01J2237,,25,56115.79771,5,0.346147,0.362843,0.000581,10,0.57971,160,0.019399
B32B2519,B32B2519,,11,2207.392471,5,0.30539,0.31555,0,11,1,45,0.006428
B60C2019,B60C2019,,11,2207.392471,5,0.30539,0.31555,0,11,1,45,0.006428
D03D25,D03D25,,6,730.487854,5,0.318631,0.330839,0,11,0.9,9,0.006504
B32B2367,B32B2367,,7,1112.859123,5,0.33316,0.348127,0,12,0.866667,13,0.013232
B32B2375,B32B2375,,7,1112.859123,5,0.33316,0.348127,0,12,0.866667,13,0.013232
G01M5,G01M5,,38,18542.78495,5,0.370951,0.39194,0.000366,0,0.301802,201,0.053359
C08K9,C08K9,,18,10466.46637,6,0.280327,0.291658,0.000002,11,0.772059,105,0.003681
C08L2203,C08L2203,,33,22054.456772,5,0.346241,0.363673,0.000498,11,0.439516,218,0.020609
C08L65,C08L65,,14,3355.240463,6,0.280245,0.291137,0,11,1,78,0.002891
C08L83,C08L83,,32,14794.56411,5,0.350416,0.369639,0.000733,11,0.462366,215,0.02161
C09D183,C09D183,,21,6793.355347,6,0.284253,0.296533,0.000013,11,0.678947,129,0.004394
C09J183,C09J183,,14,3355.240463,6,0.280245,0.291137,0,11,1,78,0.002891
B41J11,B41J11,,19,26884.80658,5,0.307692,0.319156,0.000053,14,0.640523,98,0.004744
B41J13,B41J13,,20,11048.147064,5,0.339649,0.356674,0.000279,14,0.602339,103,0.011857
B41J2002,B41J2002,,7,15518.970245,6,0.262938,0.271168,0.000001,14,0.866667,13,0.001112
B41J29,B41J29,,19,18655.940216,5,0.342408,0.360097,0.000554,14,0.48366,74,0.022713
B41J3,B41J3,,20,13860.196396,5,0.347937,0.367092,0.000767,14,0.421053,72,0.033527
B65H2404,B65H2404,,13,7573.93573,5,0.305341,0.315985,0,14,1,66,0.003513
B65H2406,B65H2406,,11,2794.584457,6,0.284211,0.293939,0,14,1,45,0.001999
B65H2511,B65H2511,,19,7401.611771,5,0.320843,0.33342,0.000078,14,0.562092,86,0.007094
B65H2515,B65H2515,,18,5565.406387,5,0.318631,0.330918,0.000154,14,0.588235,80,0.006209
B65H2553,B65H2553,,15,12607.465439,5,0.30539,0.316245,0.00001,14,0.912088,83,0.003726
B65H5,B65H5,,15,13557.958466,5,0.30539,0.316245,0.00001,14,0.912088,83,0.003726
B65H7,B65H7,,15,6303.732719,5,0.30539,0.316245,0.00001,14,0.912088,83,0.003726
B65H9,B65H9,,11,2794.584457,6,0.284211,0.293939,0,14,1,45,0.001999
G03G15,G03G15,,23,28062.143723,5,0.345337,0.363647,0.000383,14,0.497835,115,0.019809
G03G2215,G03G2215,,15,18608.469177,5,0.30539,0.316245,0.00001,14,0.912088,83,0.003726
B41J2029,B41J2029,,7,2281.306931,6,0.264497,0.272758,0,14,0.866667,13,0.001211
B41J2202,B41J2202,,4,2552.48584,6,0.261077,0.268578,0,14,1,3,0.00052
B41J25,B41J25,,4,2552.48584,6,0.261077,0.268578,0,14,1,3,0.00052
B43K5,B43K5,,7,2773.19574,6,0.26959,0.278441,0,11,1,15,0.001035
B43K7,B43K7,,7,1386.59787,6,0.26959,0.278441,0,11,1,15,0.001035
B43K8,B43K8,,7,1386.59787,6,0.26959,0.278441,0,11,1,15,0.001035
F16C17,F16C17,,9,2986.000061,6,0.267224,0.276064,0.000022,14,0.571429,16,0.001413
F16C2324,F16C2324,,6,1116.947189,6,0.264698,0.27291,0,14,1,10,0.001115
G03G21,G03G21,,13,5258.148544,5,0.323522,0.336418,0.000046,14,0.651515,43,0.014963
G03G2221,G03G2221,,8,1803.872925,6,0.266278,0.275035,0.000001,14,0.809524,17,0.001547
B41M3,B41M3,,6,1724.602341,5,0.332755,0.347862,0.000002,12,0.7,7,0.009431
B42D25,B42D25,,7,1622.966827,5,0.332986,0.34821,0.000454,12,0.533333,8,0.009428
B42D15,B42D15,,8,2158.304184,6,0.290893,0.300426,0.000081,15,0.619048,13,0.002335
B42P2241,B42P2241,,4,714.753662,6,0.250981,0.25753,0,15,1,3,0.000335
G09F17,G09F17,,33,6443.478836,5,0.38771,0.409493,0.000389,15,0.469758,233,0.074432
B43K23,B43K23,,5,587.648445,5,0.341069,0.357108,0,12,0.666667,4,0.014407
B60B1,B60B1,,10,1888.595016,5,0.31276,0.323523,0,15,1,36,0.006375
B60B21,B60B21,,16,4856.014755,5,0.329412,0.344113,0.000011,15,0.638095,67,0.016775
B60B27,B60B27,,10,1888.595016,5,0.31276,0.323523,0,15,1,36,0.006375
B60B2900,B60B2900,,31,9646.069275,5,0.370485,0.391263,0.000837,0,0.367816,160,0.051251
G01L17,G01L17,,13,2531.899994,5,0.320093,0.331995,0.000012,15,0.636364,42,0.008658
G01L19,G01L19,,46,54230.555504,5,0.396036,0.419582,0.000545,8,0.274747,272,0.082741
B60B17,B60B17,,6,1908.071426,5,0.315642,0.327811,0,0,0.9,9,0.010291
B60B3,B60B3,,10,1893.629723,5,0.363602,0.381656,0,0,0.861111,31,0.032213
B60B33,B60B33,,17,3862.643532,6,0.315253,0.328437,0.000051,14,0.591667,71,0.007576
B60Y2300,B60Y2300,,155,68146.221951,5,0.418686,0.450304,0.000899,0,0.310415,3657,0.320384
B60Y2302,B60Y2302,,9,1292.840141,5,0.320924,0.334007,0,0,1,28,0.011067
B60Y2400,B60Y2400,,219,96621.945801,5,0.428412,0.464964,0.002505,0,0.215871,5106,0.374339
B60Y2410,B60Y2410,,71,27292.394257,5,0.39103,0.416827,0.000346,0,0.422774,1021,0.140854
E21B17,E21B17,,20,13274.046333,5,0.329667,0.342853,0.000117,6,0.450292,77,0.009429
E21B23,E21B23,,21,11349.247894,5,0.336728,0.352676,0.000091,6,0.510526,97,0.015891
E21B4,E21B4,,19,7824.205391,6,0.306145,0.318109,0.000105,6,0.51634,79,0.00435
F03D17,F03D17,,13,2729.411316,5,0.358672,0.376873,0.000005,0,0.681818,45,0.029695
F03D80,F03D80,,20,4687.264008,5,0.352509,0.369665,0.000008,5,0.491228,84,0.031707
F03G3,F03G3,,44,11371.13604,5,0.366625,0.3878,0.000129,5,0.326689,295,0.047928
F05B2260,F05B2260,,43,16521.496742,5,0.372572,0.394174,0.000081,5,0.39489,340,0.055149
B60B2340,B60B2340,,9,14185.156006,5,0.29485,0.305288,0,14,1,28,0.003665
B60B29,B60B29,,9,5674.062347,5,0.29485,0.305288,0,14,1,28,0.003665
B60B30,B60B30,,9,5674.062347,5,0.29485,0.305288,0,14,1,28,0.003665
B60B7,B60B7,,3,5430.386475,6,0.27035,0.277941,0,0,1,1,0.000543
B60T1,B60T1,,59,22826.872566,5,0.369735,0.393335,0.00026,0,0.433757,717,0.09796
B62B2301,B62B2301,,22,10997.067307,5,0.350896,0.369256,0.000058,14,0.547619,115,0.016569
B60B35,B60B35,,35,13532.051826,5,0.328678,0.346611,0.000082,0,0.434938,244,0.029096
B60G2200,B60G2200,,25,7781.078003,5,0.312913,0.327616,0.000016,0,0.568841,157,0.013684
B60G2204,B60G2204,,37,24048.253815,5,0.357903,0.378424,0.000194,0,0.466667,294,0.056518
B60G2206,B60G2206,,22,12947.745667,5,0.313629,0.327546,0.000013,0,0.666667,140,0.012212
B60G3,B60G3,,15,5184.992371,5,0.304977,0.317162,0.000006,0,0.681319,62,0.006195
B60G7,B60G7,,10,6057.275452,5,0.291423,0.301781,0,0,1,36,0.003126
B60K2023,B60K2023,,38,15480.555466,5,0.356042,0.376734,0.000006,0,0.755255,503,0.083314
B62D15,B62D15,,57,25854.045425,5,0.383869,0.408329,0.00012,0,0.51039,786,0.142293
B62D6,B62D6,,35,13638.032967,5,0.35154,0.371524,0.000016,0,0.609626,342,0.068948
F16C2361,F16C2361,,15,5930.080795,5,0.324452,0.339842,0,0,0.978022,89,0.019061
F16C2380,F16C2380,,15,2965.040398,5,0.324452,0.339842,0,0,0.978022,89,0.019061
F16H2003,F16H2003,,29,16490.47097,5,0.352768,0.372102,0.000003,0,0.753968,285,0.049538
F16H2048,F16H2048,,29,11389.482208,5,0.357969,0.377455,0.000033,0,0.706349,267,0.047053
F16H2702,F16H2702,,16,4648.795708,5,0.349458,0.366997,0.000001,0,0.942857,99,0.02767
