Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality
G06K19,G06K19,,210,157148.427013,4,0.449233,0.481274,0.005459,36,0.239925,5215,0.444857
G06K9,G06K9,,450,749946.168602,4,0.477768,0.523962,0.01533,36,0.136315,13710,0.785835
G06T7,G06T7,,330,333858.564121,4,0.46189,0.501738,0.006258,36,0.173493,9361,0.628554
H04L67,H04L67,,344,406629.320747,4,0.462113,0.503259,0.005119,36,0.193323,11339,0.685911
A01K15,A01K15,,24,10183.988663,5,0.353288,0.372636,0.000017,3,0.501976,127,0.049536
G08B7,G08B7,,164,43084.435951,4,0.421122,0.453663,0.003484,36,0.20874,2756,0.311356
A63B2071,A63B2071,,130,245572.277946,5,0.413808,0.444165,0.001875,3,0.224806,1856,0.17677
A63B2220,A63B2220,,150,592488.746204,5,0.422374,0.453615,0.003603,3,0.199256,2197,0.206139
A63B69,A63B69,,65,76376.820324,5,0.384099,0.409732,0.000478,3,0.330853,667,0.09839
A63B71,A63B71,,145,135064.840664,5,0.42043,0.451399,0.002664,3,0.199883,2058,0.216459
G09B19,G09B19,,86,31595.666851,5,0.393638,0.420334,0.00079,7,0.367227,1311,0.187146
G09B9,G09B9,,19,13647.319733,5,0.344159,0.362235,0.000007,12,0.581699,89,0.033344
H04R19,H04R19,,47,28003.939835,5,0.351604,0.374227,0.000079,12,0.399034,413,0.067769
H04R2201,H04R2201,,117,61386.391369,5,0.414613,0.443505,0.000726,12,0.297001,1981,0.231175
H04W24,H04W24,,161,161982.061794,4,0.416413,0.448775,0.000471,36,0.369418,4699,0.371023
H04W36,H04W36,,78,161912.150402,5,0.387436,0.413339,0.000041,36,0.638072,1867,0.207471
H04W48,H04W48,,98,95633.948639,4,0.398008,0.425943,0.000098,36,0.517612,2410,0.257355
H04W52,H04W52,,191,237519.90461,4,0.429563,0.463373,0.000917,36,0.314341,5644,0.432351
H04W88,H04W88,,183,119995.612362,5,0.417819,0.452181,0.00077,36,0.315464,5196,0.40174
Y02D30,Y02D30,,215,111603.784092,4,0.43795,0.472497,0.001712,36,0.302532,6895,0.495706
A01K23,A01K23,,5,2362.735413,6,0.27056,0.278836,0,7,1,6,0.000838
E01H1,E01H1,,8,6153.212769,6,0.298545,0.307538,0.000021,7,0.52381,11,0.001918
E01H2001,E01H2001,,6,6435.397278,6,0.2951,0.303667,0.000009,7,0.8,8,0.001523
A61B2503,A61B2503,,77,39246.084805,5,0.395342,0.421807,0.000269,7,0.414386,1181,0.182404
A61B2505,A61B2505,,85,39258.235493,5,0.386694,0.413617,0.000228,7,0.354561,1236,0.144099
A61B2560,A61B2560,,175,90290.259663,4,0.435414,0.466849,0.002521,7,0.226098,3403,0.345037
A61B5,A61B5,,382,1517448.993839,4,0.46644,0.509667,0.019242,7,0.130543,9450,0.614551
A61D99,A61D99,,7,1545.735504,5,0.31972,0.332269,0,7,0.933333,14,0.009994
G01J5,G01J5,,86,100691.10775,4,0.405411,0.431635,0.000427,36,0.407283,1454,0.190777
A01K5,A01K5,,9,7415.9618,5,0.340433,0.355192,0.000006,0,0.5,14,0.01822
A01M31,A01M31,,33,8280.866951,5,0.379126,0.4005,0.00057,36,0.280242,139,0.063558
A61B2562,A61B2562,,188,170591.160023,4,0.42556,0.459354,0.002307,7,0.219424,3816,0.350871
A61B3,A61B3,,59,38466.709778,5,0.379239,0.404132,0.000605,7,0.416818,689,0.105855
G06Q10,G06Q10,,360,212235.237125,4,0.462503,0.504736,0.010218,0,0.151849,9758,0.63295
G06Q2220,G06Q2220,,37,11804.402988,5,0.38173,0.402911,0.000017,36,0.668254,421,0.104135
G10L25,G10L25,,170,119447.093185,4,0.426317,0.45842,0.000942,12,0.309876,4399,0.39177
G16H10,G16H10,,90,49541.809448,5,0.386304,0.413569,0.000253,7,0.415475,1627,0.203491
G16H40,G16H40,,224,156323.740696,4,0.443314,0.477972,0.004748,7,0.222357,5504,0.431733
G16H50,G16H50,,151,116768.832306,4,0.425183,0.455944,0.001054,7,0.298792,3339,0.331214
H04L2209,H04L2209,,117,94677.584988,5,0.408259,0.437079,0.000534,36,0.389055,2595,0.278612
H04L9,H04L9,,143,331847.304405,5,0.414972,0.445681,0.000922,36,0.322945,3233,0.318528
Y02A90,Y02A90,,37,12816.233376,5,0.361648,0.382495,0.000016,7,0.530159,334,0.079358
Y10S901,Y10S901,,46,34524.96933,4,0.391949,0.41482,0.000167,0,0.438384,434,0.106914
A01K3,A01K3,,13,3231.505211,5,0.33511,0.348779,0.000083,14,0.484848,32,0.013842
B65H2402,B65H2402,,15,3579.593224,6,0.308708,0.31946,0.00001,14,0.736264,67,0.005619
B65H2403,B65H2403,,6,1305.13768,6,0.2821,0.291115,0,14,1,10,0.001792
B65H2701,B65H2701,,67,25968.061745,5,0.386187,0.411031,0.00475,14,0.223776,480,0.083452
B65H75,B65H75,,43,23653.398026,5,0.381654,0.404254,0.000804,14,0.351916,303,0.077118
E01F15,E01F15,,17,3623.774162,5,0.348822,0.365063,0.000199,0,0.441667,53,0.026887
E04H17,E04H17,,16,11446.936707,5,0.331518,0.345377,0.000121,15,0.457143,48,0.016838
G01B7,G01B7,,70,27530.060165,4,0.397184,0.422576,0.001994,7,0.238704,560,0.121539
G01L1,G01L1,,100,36194.441223,4,0.413719,0.441041,0.001726,12,0.2282,1107,0.187933
H04W84,H04W84,,279,158651.834797,4,0.455961,0.492636,0.004096,36,0.218295,8405,0.573094
A01K31,A01K31,,8,1019.260628,5,0.35125,0.366806,0,5,0.904762,19,0.018778
E21B41,E21B41,,48,16416.617912,5,0.379089,0.401603,0.002853,6,0.19889,215,0.050022
H02S20,H02S20,,138,45257.219669,4,0.436604,0.464851,0.001316,5,0.269966,2515,0.28544
A01K39,A01K39,,4,1256.887497,5,0.326357,0.339082,0,0,0.666667,2,0.006207
B63B2207,B63B2207,,23,5168.130432,5,0.350961,0.367557,0.000029,5,0.510823,118,0.024385
B63B35,B63B35,,62,17697.928276,5,0.381085,0.405101,0.002236,5,0.222951,408,0.077538
G06T2207,G06T2207,,302,443018.229324,4,0.458797,0.496807,0.005279,36,0.18175,8206,0.584696
B01D24,B01D24,,13,11483.027039,6,0.298824,0.309654,0,6,1,66,0.005857
B01D35,B01D35,,32,20865.325546,6,0.324123,0.340572,0.000156,6,0.408602,190,0.018013
B05B17,B05B17,,31,28691.045242,5,0.33069,0.34526,0.000237,6,0.36092,157,0.01691
B65D81,B65D81,,74,31598.61174,5,0.374353,0.398054,0.00217,6,0.205099,539,0.053845
B65D85,B65D85,,20,4801.857353,5,0.353581,0.370299,0.000089,11,0.526316,90,0.02163
C02F1,C02F1,,131,159336.449635,5,0.417865,0.44728,0.005701,6,0.172809,1449,0.126081
C02F2103,C02F2103,,70,39840.301933,5,0.398008,0.423036,0.001031,6,0.318841,748,0.073446
C02F2201,C02F2201,,105,85942.929268,5,0.415062,0.442436,0.002471,6,0.221621,1187,0.121029
C02F2301,C02F2301,,34,15075.341625,5,0.351636,0.369265,0.000132,6,0.515152,272,0.023876
C02F2303,C02F2303,,99,47566.877068,5,0.410971,0.438004,0.002115,6,0.234168,1113,0.109181
C02F3,C02F3,,23,10816.188713,5,0.34596,0.361974,0.000094,6,0.606061,140,0.017737
E02B5,E02B5,,13,2870.75676,6,0.298824,0.309654,0,6,1,66,0.005857
G01K1,G01K1,,92,24786.344032,5,0.410707,0.437496,0.001627,6,0.189988,778,0.136869
Y02W10,Y02W10,,70,28171.479759,5,0.380782,0.405753,0.001333,6,0.291986,685,0.060047
A01K67,A01K67,,5,852.271683,6,0.297042,0.306943,0,5,1,6,0.001851
C05F17,C05F17,,5,1704.543365,6,0.297042,0.306943,0,5,1,6,0.001851
Y02P20,Y02P20,,86,27512.093517,5,0.39239,0.419091,0.006787,5,0.181793,649,0.088204
Y02W30,Y02W30,,81,20340.332085,5,0.402054,0.428337,0.006771,10,0.182278,576,0.099826
A01K69,A01K69,,5,664.05484,6,0.278475,0.287248,0,5,1,6,0.001203
B63B21,B63B21,,7,1469.003265,6,0.284591,0.29383,0.000001,5,0.733333,11,0.001615
B63B22,B63B22,,28,14723.91021,5,0.358907,0.377259,0.000312,5,0.401709,141,0.032433
A01K7,A01K7,,4,458.116463,5,0.3282,0.340459,0,5,0.666667,2,0.005417
F03B7,F03B7,,9,1603.319931,5,0.357036,0.373575,0.000009,5,0.714286,20,0.022742
A01K81,A01K81,,6,846.02002,6,0.27146,0.279901,0,5,1,10,0.000943
F41B3,F41B3,,6,979.58844,6,0.27146,0.279901,0,5,1,10,0.000943
F41B7,F41B7,,10,1881.075119,6,0.276249,0.285945,0.000024,5,0.472222,17,0.001496
F41G1,F41G1,,43,26359.05394,5,0.363464,0.384528,0.002204,12,0.209059,180,0.047341
F42B6,F42B6,,11,3595.977707,5,0.338779,0.354314,0.000351,36,0.533333,24,0.018068
A01K87,A01K87,,4,1334.03244,5,0.296376,0.306704,0,15,1,3,0.002535
A01K97,A01K97,,4,2162.384781,5,0.296376,0.306704,0,15,1,3,0.002535
A01K89,A01K89,,2,184.530441,0,0,0,0,4,0,0,0.000079
A01K9,A01K9,,3,1445.08606,7,0.210642,0.214626,0,7,1,1,0.00017
A61J11,A61J11,,5,3013.057922,6,0.266834,0.275148,0.000503,7,0.666667,4,0.000847
A01M1,A01M1,,22,23925.939491,5,0.344314,0.360145,0.000117,6,0.366667,77,0.020081
A01M2200,A01M2200,,16,5462.119446,5,0.343451,0.359467,0.000023,6,0.504762,53,0.026051
A01M29,A01M29,,16,4026.072769,6,0.321866,0.334454,0.000065,6,0.438095,46,0.007015
B01F3,B01F3,,71,35640.450714,5,0.384369,0.408668,0.002037,6,0.221946,536,0.053229
B05B15,B05B15,,30,21681.066307,5,0.350384,0.36807,0.000159,6,0.374384,152,0.027182
B05B7,B05B7,,42,33853.328964,5,0.347181,0.364933,0.000619,6,0.296341,243,0.021007
F15B13,F15B13,,12,23612.235474,5,0.301454,0.311857,0.00002,6,0.545455,30,0.00294
F16K11,F16K11,,18,17872.584755,5,0.310582,0.323445,0.00004,6,0.485294,66,0.008079
F21V1,F21V1,,18,3477.398247,5,0.332813,0.347376,0.000015,15,0.602941,82,0.017707
G08B17,G08B17,,137,51629.276192,4,0.425844,0.455292,0.001727,36,0.292593,2686,0.290266
G08B19,G08B19,,80,21531.635818,4,0.405926,0.431917,0.000208,36,0.511522,1576,0.201894
H04M1,H04M1,,307,324992.062046,5,0.452092,0.492197,0.006836,12,0.163806,7644,0.548841
H04M2250,H04M2250,,140,60587.239147,5,0.415646,0.446359,0.000539,12,0.295277,2832,0.308002
Y02A50,Y02A50,,132,55149.892841,5,0.431302,0.459459,0.002717,1,0.219965,1873,0.220012
A01M25,A01M25,,14,3104.436028,5,0.326468,0.338391,0.000029,36,0.538462,42,0.010894
B65D83,B65D83,,63,29339.698074,5,0.379802,0.403315,0.001268,6,0.280804,531,0.067776
A01M23,A01M23,,10,2588.796417,5,0.323113,0.334493,0.000001,36,0.833333,30,0.009652
A01M5,A01M5,,8,1819.456154,5,0.324837,0.336653,0,5,0.904762,19,0.011887
B64D1,B64D1,,54,25992.239113,5,0.383179,0.407091,0.000341,5,0.275036,379,0.08133
B64D47,B64D47,,102,35705.738121,5,0.415781,0.443274,0.000984,5,0.245347,1239,0.200093
G01V3,G01V3,,74,39941.199303,4,0.401129,0.42666,0.001259,6,0.216514,569,0.128151
G08C2201,G08C2201,,91,31161.282543,5,0.422188,0.448206,0.000723,36,0.332085,1330,0.223834
H01Q9,H01Q9,,128,84412.688892,5,0.432908,0.460632,0.00222,12,0.261217,2090,0.256916
B05B11,B05B11,,20,16570.791908,5,0.327136,0.339607,0.000055,6,0.467836,80,0.008599
B06B2201,B06B2201,,11,3427.136421,5,0.341859,0.358168,0.000017,8,0.622222,28,0.016294
F02C7,F02C7,,89,78070.506393,5,0.379089,0.405505,0.001501,5,0.270899,1037,0.068731
F05D2260,F05D2260,,74,54585.619167,5,0.379689,0.404684,0.001309,5,0.302511,795,0.062392
B66D1,B66D1,,40,27875.438194,5,0.365926,0.387409,0.000705,14,0.269906,200,0.052031
B66D3,B66D3,,14,6200.145721,6,0.308857,0.320851,0.00004,14,0.75641,59,0.006112
F21S6,F21S6,,41,17821.406326,5,0.375232,0.396568,0.000023,15,0.665385,519,0.065373
F21S9,F21S9,,159,72121.343941,5,0.421307,0.453141,0.002226,15,0.179553,2227,0.195696
F21Y2105,F21Y2105,,66,27441.258636,5,0.376595,0.400434,0.000173,15,0.377404,785,0.087239
F21Y2113,F21Y2113,,74,30926.64954,5,0.376484,0.401204,0.000223,15,0.334094,878,0.090549
F41B5,F41B5,,4,496.774704,6,0.279571,0.288069,0,12,1,3,0.001133
G08C19,G08C19,,7,1120.018875,5,0.350608,0.368478,0.000001,36,0.533333,8,0.019777
G10K15,G10K15,,27,5314.251221,5,0.359513,0.379692,0.000197,12,0.6,195,0.059345
B05B13,B05B13,,29,8250.150551,5,0.342072,0.358338,0.000261,6,0.399471,151,0.021933
B01J23,B01J23,,74,29738.260876,5,0.384716,0.410184,0.002868,6,0.236301,621,0.064081
B01J35,B01J35,,70,72809.141243,5,0.398008,0.423301,0.002136,6,0.259591,609,0.070621
B82Y30,B82Y30,,59,20370.077766,5,0.369628,0.391827,0.000697,10,0.287961,476,0.048762
B82Y40,B82Y40,,47,18847.095154,5,0.369201,0.390889,0.00066,10,0.290821,301,0.046968
C01G3,C01G3,,12,7079.118332,6,0.297942,0.308903,0.000001,6,0.909091,50,0.004246
C01P2002,C01P2002,,62,81896.354858,5,0.373188,0.396824,0.000987,10,0.280328,513,0.049852
C01P2004,C01P2004,,56,72553.816383,5,0.373479,0.396585,0.00095,10,0.315152,468,0.048904
A23B4,A23B4,,5,2452.268402,6,0.265761,0.273323,0,6,1,6,0.000671
A23L3,A23L3,,16,9261.378204,6,0.328312,0.341984,0.000228,8,0.685714,72,0.013606
A23V2002,A23V2002,,10,2269.683441,6,0.289226,0.299287,0.000041,6,0.583333,21,0.001945
A61L2,A61L2,,118,104551.482231,5,0.419786,0.448054,0.003506,6,0.16814,1141,0.15205
A61L2202,A61L2202,,113,111819.320084,5,0.419052,0.446967,0.002977,6,0.177445,1103,0.150603
C02F2307,C02F2307,,35,11731.708626,5,0.341555,0.358216,0.000104,6,0.418895,235,0.022756
H01L25,H01L25,,154,206904.809696,5,0.430576,0.460966,0.002581,8,0.211042,2454,0.255567
H01L27,H01L27,,209,352369.819355,5,0.430334,0.465693,0.004372,8,0.177304,3817,0.33305
H01L33,H01L33,,73,83972.313087,5,0.406356,0.431509,0.000469,8,0.336854,861,0.119862
A23L33,A23L33,,8,1441.328201,6,0.278031,0.2873,0.000503,6,0.761905,16,0.001461
B01F1,B01F1,,7,1143.579239,6,0.278011,0.28717,0,6,1,15,0.001379
B01F13,B01F13,,65,37449.000996,5,0.379051,0.403041,0.005056,6,0.242063,488,0.046223
B01F15,B01F15,,39,33036.733429,5,0.34192,0.358889,0.001285,6,0.460882,324,0.022072
B01F2215,B01F2215,,43,13243.243668,5,0.347369,0.365233,0.001059,6,0.385598,332,0.024854
C07D311,C07D311,,3,361.271515,7,0.217559,0.221829,0,6,1,1,0.00018
A23L5,A23L5,,4,4271.942017,7,0.231951,0.236832,0,14,1,3,0.000301
A47J27,A47J27,,7,6385.765732,6,0.28287,0.292123,0.000117,14,0.8,12,0.001288
A47J36,A47J36,,14,7614.90184,6,0.301952,0.313004,0.00041,14,0.448718,35,0.003646
A23N12,A23N12,,6,852.171974,5,0.342194,0.358846,0,36,0.6,6,0.021388
A24B13,A24B13,,8,1552.957962,6,0.310758,0.320173,0,7,1,21,0.004133
A24B3,A24B3,,8,1552.957962,6,0.310758,0.320173,0,7,1,21,0.004133
A24D1,A24D1,,17,7825.746124,5,0.320254,0.331513,0.000405,7,0.491667,59,0.007574
A24F40,A24F40,,64,151363.763435,5,0.401465,0.425982,0.003136,7,0.273425,534,0.11201
A61M11,A61M11,,57,52705.837257,5,0.391628,0.415315,0.000647,7,0.312987,482,0.089085
A61M15,A61M15,,64,161040.925579,5,0.396609,0.42129,0.000645,7,0.354327,692,0.112075
A24B15,A24B15,,16,7672.101841,5,0.367891,0.38581,0.00003,7,0.695238,73,0.028597
A24F7,A24F7,,17,6674.623798,5,0.355152,0.371164,0.00011,7,0.658333,79,0.023033
A61M2016,A61M2016,,30,64323.525681,5,0.373843,0.394139,0.000084,7,0.561576,228,0.05932
H02J7,H02J7,,664,832094.777973,4,0.508147,0.56313,0.040772,0,0.09006,19764,1
H02J9,H02J9,,183,93281.351154,4,0.444599,0.475343,0.002139,0,0.28025,4616,0.427702
H02M3,H02M3,,211,290455.477905,4,0.444187,0.477168,0.003279,0,0.221691,4865,0.41284
H05B1,H05B1,,56,17414.345921,4,0.404898,0.428441,0.000341,7,0.331313,492,0.12212
A24B7,A24B7,,7,1683.199524,6,0.291644,0.301477,0,5,1,15,0.002304
A47J42,A47J42,,12,12591.619202,6,0.295645,0.306587,0.000048,5,0.527273,29,0.003288
B02C2023,B02C2023,,7,1683.199524,6,0.291644,0.301477,0,5,1,15,0.002304
B02C23,B02C23,,21,8388.96685,5,0.316058,0.328241,0.000354,7,0.305263,58,0.006289
G01G19,G01G19,,99,41320.016212,5,0.405883,0.43316,0.002883,5,0.20871,992,0.167448
G01G23,G01G23,,41,13755.538361,5,0.367821,0.389003,0.00048,5,0.333333,260,0.05969
A24C1,A24C1,,9,3263.758423,6,0.244924,0.250912,0,1,1,28,0.000842
A24C5,A24C5,,14,3233.751907,6,0.288616,0.298462,0.000483,7,0.5,39,0.002186
A24F13,A24F13,,14,2986.832428,6,0.292936,0.303693,0.000844,1,0.551282,43,0.002907
A24F23,A24F23,,9,1631.879211,6,0.244924,0.250912,0,1,1,28,0.000842
A24F25,A24F25,,15,3427.772369,5,0.302786,0.316102,0.001309,1,0.538462,49,0.00609
A24F29,A24F29,,9,1631.879211,6,0.244924,0.250912,0,1,1,28,0.000842
A24F9,A24F9,,9,1631.879211,6,0.244924,0.250912,0,1,1,28,0.000842
C06F5,C06F5,,9,1631.879211,6,0.244924,0.250912,0,1,1,28,0.000842
A24D3,A24D3,,5,1052.895691,6,0.243185,0.248214,0,7,1,6,0.000458
A24F42,A24F42,,9,4560.346809,6,0.304662,0.314885,0.000119,7,0.75,21,0.002994
G01L27,G01L27,,4,1600.957397,6,0.286739,0.295412,0,7,1,3,0.001108
B65B3,B65B3,,18,7339.976074,5,0.322597,0.336162,0.001897,7,0.352941,48,0.009774
B65D25,B65D25,,66,14299.748627,5,0.389165,0.414055,0.001292,36,0.445192,926,0.111185
B67D7,B67D7,,48,26509.611763,5,0.36659,0.38873,0.001567,5,0.316374,342,0.063774
A24F1,A24F1,,4,990.349991,6,0.286504,0.294999,0,7,1,3,0.001254
B01D2253,B01D2253,,35,9555.161831,5,0.363671,0.385202,0.000699,1,0.456328,256,0.04404
B01D2257,B01D2257,,55,19567.528481,5,0.374134,0.397019,0.00209,1,0.259958,372,0.044211
B01D2258,B01D2258,,16,4176.600327,6,0.31404,0.326091,0.000041,1,0.533333,56,0.006601
B01D53,B01D53,,95,101580.490654,5,0.404684,0.431539,0.003811,1,0.234043,1023,0.106508
F23Q7,F23Q7,,7,2973.179108,6,0.291224,0.301038,0,1,1,15,0.002182
A24F15,A24F15,,16,5256.894058,5,0.338152,0.354519,0.00011,7,0.447619,47,0.017974
A45C11,A45C11,,55,15754.452591,5,0.397637,0.42155,0.000852,12,0.306778,439,0.104919
A45C15,A45C15,,63,17705.999107,5,0.399792,0.42381,0.000934,5,0.302485,572,0.119618
A45C2011,A45C2011,,58,19463.009682,5,0.396281,0.420464,0.000764,12,0.345238,551,0.109124
A61J2200,A61J2200,,52,36330.882858,5,0.363809,0.386266,0.001743,7,0.317647,405,0.065098
A61J7,A61J7,,44,68565.604355,5,0.363395,0.385506,0.00027,7,0.435216,393,0.069781
B65D39,B65D39,,12,2161.253983,6,0.303121,0.31333,0.000019,7,0.618182,34,0.003015
G07F11,G07F11,,38,20066.846764,5,0.350608,0.370942,0.000381,36,0.430931,287,0.04924
G07F17,G07F17,,63,107734.008587,5,0.383102,0.407842,0.000678,36,0.301428,570,0.105991
G16H20,G16H20,,196,128860.930115,4,0.417501,0.453141,0.004361,7,0.20719,3919,0.338577
H04B1,H04B1,,351,230150.441841,4,0.465986,0.506648,0.010993,36,0.157266,9605,0.629078
A61M16,A61M16,,81,98196.459877,5,0.367574,0.392401,0.001195,7,0.254114,803,0.069038
A61M2021,A61M2021,,82,83096.611839,5,0.386499,0.413417,0.000372,7,0.302469,980,0.129796
A61M2202,A61M2202,,54,46774.356575,5,0.351572,0.371794,0.000297,7,0.317126,437,0.044438
A61M2206,A61M2206,,22,11252.601154,5,0.367891,0.386527,0.000063,7,0.6,126,0.039342
A61M2209,A61M2209,,65,29838.824951,5,0.397843,0.42205,0.000545,7,0.367063,740,0.101061
G01F13,G01F13,,47,13570.276558,5,0.352736,0.37208,0.000272,6,0.361353,374,0.035224
G05F3,G05F3,,53,23264.548847,5,0.396363,0.419812,0.000207,0,0.429864,570,0.118484
G06F21,G06F21,,228,238434.567883,4,0.442241,0.477125,0.002907,36,0.25114,6442,0.489953
G06Q20,G06Q20,,201,354566.687351,4,0.439505,0.47241,0.003733,36,0.218342,4345,0.401534
G08B5,G08B5,,173,72051.634506,5,0.435513,0.466801,0.002518,36,0.228886,3366,0.344091
H01M10,H01M10,,402,824610.396019,4,0.482212,0.523006,0.018775,10,0.107007,8582,0.615569
H01M2220,H01M2220,,282,161705.596848,5,0.463565,0.498931,0.005724,10,0.152745,6009,0.486112
H01M50,H01M50,,264,395467.073612,4,0.466156,0.49924,0.006215,10,0.148289,5109,0.45086
H01Q1,H01Q1,,233,256817.876991,4,0.454341,0.487357,0.006909,12,0.181482,4863,0.413839
H01Q7,H01Q7,,65,33263.552582,5,0.381009,0.406761,0.000215,12,0.339286,684,0.117334
H01R43,H01R43,,75,30711.305397,5,0.409217,0.434298,0.002652,14,0.250648,677,0.123072
H02J2207,H02J2207,,170,81377.527367,4,0.441021,0.470955,0.001244,0,0.279093,3962,0.379314
H02M7,H02M7,,214,230543.209141,4,0.4383,0.472736,0.00271,0,0.214501,4843,0.395397
H04B5,H04B5,,187,105260.402962,4,0.444084,0.475017,0.001675,0,0.240105,4131,0.405174
H05B2203,H05B2203,,43,33581.160645,5,0.377559,0.399031,0.000356,11,0.399535,344,0.051813
H05K1,H05K1,,259,339218.663521,4,0.458852,0.493396,0.005504,8,0.160287,5314,0.448001
H05K2201,H05K2201,,224,364863.679966,4,0.455312,0.487574,0.004382,8,0.178645,4422,0.388823
A41B1,A41B1,,21,4073.777634,5,0.33851,0.353902,0.000004,15,0.773684,147,0.024368
A41D13,A41D13,,133,44055.371323,5,0.41203,0.441884,0.003733,3,0.176729,1528,0.152567
A41D2600,A41D2600,,27,7387.887871,5,0.363499,0.383281,0.000026,15,0.575385,187,0.048113
A41D27,A41D27,,67,24818.706299,5,0.380254,0.404597,0.000643,15,0.298368,640,0.088143
A44D2205,A44D2205,,13,2080.014381,5,0.335696,0.349991,0,15,0.954545,63,0.018313
A46B15,A46B15,,28,28706.734894,5,0.34453,0.361566,0.000159,9,0.424501,149,0.025046
A46B2200,A46B2200,,51,37372.469917,5,0.353744,0.373553,0.001544,9,0.25551,313,0.031816
B44F1,B44F1,,20,3667.146042,5,0.332784,0.347258,0.000025,15,0.649123,111,0.018342
F21V3,F21V3,,49,24551.076218,5,0.357036,0.377672,0.000054,15,0.510638,576,0.056896
F21V5,F21V5,,53,17036.734512,5,0.372427,0.395108,0.000119,15,0.414027,549,0.065187
F21Y2103,F21Y2103,,76,29338.710964,5,0.386382,0.412404,0.000278,15,0.344865,957,0.100691
A41D1,A41D1,,136,42254.434956,4,0.414031,0.444278,0.00223,15,0.197899,1790,0.200509
A41D19,A41D19,,49,17668.500885,5,0.379089,0.402733,0.000947,7,0.471631,532,0.085739
A41D20,A41D20,,22,6341.563103,5,0.342929,0.359667,0,3,0.995238,209,0.027733
A41D2200,A41D2200,,6,964.857712,5,0.301715,0.312374,0,15,1,10,0.00314
A41D2300,A41D2300,,13,2829.875534,5,0.334554,0.348666,0.000019,15,0.757576,50,0.016188
A41D2400,A41D2400,,53,13657.880363,5,0.374025,0.397315,0.000458,11,0.399698,530,0.06218
A41D2500,A41D2500,,27,5650.271492,5,0.353711,0.372897,0,15,0.984615,320,0.0406
A41D3,A41D3,,15,2103.785454,5,0.350256,0.367188,0,11,0.989011,90,0.022169
A41D31,A41D31,,15,3319.016312,5,0.321596,0.333542,0.000008,11,0.725275,66,0.010226
A41H3,A41H3,,27,5650.271492,5,0.353711,0.372897,0,15,0.984615,320,0.0406
A41H43,A41H43,,27,5650.271492,5,0.353711,0.372897,0,15,0.984615,320,0.0406
A42B1,A42B1,,33,11290.966492,5,0.366205,0.387244,0.000203,11,0.344758,171,0.042081
A42B3,A42B3,,84,42819.35112,5,0.402899,0.429284,0.000809,3,0.281516,958,0.146711
A43B3,A43B3,,54,12728.444244,5,0.374939,0.397741,0.002894,3,0.238026,328,0.064952
A44C5,A44C5,,32,8734.654755,5,0.376005,0.39811,0.000527,12,0.535484,249,0.088752
A61H1,A61H1,,95,96346.512611,4,0.399459,0.42679,0.002309,7,0.250286,1094,0.128445
A61H2201,A61H2201,,129,803906.794067,4,0.40494,0.435089,0.00428,7,0.181964,1479,0.148178
A61H2205,A61H2205,,68,95393.66481,5,0.359176,0.382421,0.000763,7,0.262777,581,0.057029
A61N1,A61N1,,155,400571.77301,5,0.422374,0.453658,0.004767,7,0.198455,2338,0.252242
A62B17,A62B17,,11,4071.279404,5,0.340494,0.355357,0,15,0.977778,44,0.021594
A63B2024,A63B2024,,75,104096.596313,5,0.397843,0.423896,0.000489,3,0.352092,951,0.113272
A63B2209,A63B2209,,88,74265.426037,5,0.398339,0.425308,0.001026,3,0.28602,1070,0.121482
A63B2213,A63B2213,,27,10465.958282,5,0.343143,0.360406,0.000038,3,0.741538,241,0.029444
A63B2230,A63B2230,,60,122230.43692,5,0.389719,0.41436,0.000163,3,0.481005,823,0.09723
A63B24,A63B24,,102,110084.576664,5,0.408476,0.436214,0.000983,3,0.293267,1481,0.157448
A63F13,A63F13,,115,314739.830315,5,0.411147,0.439903,0.001462,12,0.300574,1936,0.239104
B23K26,B23K26,,56,35091.764221,5,0.391748,0.415754,0.001264,10,0.37037,550,0.088897
B33Y80,B33Y80,,59,16363.221741,5,0.364085,0.386379,0.001502,11,0.3049,504,0.045736
B60N2002,B60N2002,,39,11403.877281,5,0.366695,0.387865,0.000133,0,0.452347,318,0.065854
B60Q5,B60Q5,,146,34608.938194,4,0.431157,0.460701,0.000767,0,0.331034,3456,0.355642
B61L15,B61L15,,29,21231.200935,5,0.364085,0.384376,0.000741,36,0.478836,181,0.054739
